dataset,method,sequence,frames,evaluated_frames,absent_frames,success_auc,average_overlap,sr_0.50,sr_0.75,precision_10px,precision_20px,normalized_precision_auc,mean_iou,mean_center_error_px,median_center_error_px,rmse_center_error_px,iou_lt_0.1
A2A,UETrack-B,video06,422,422,0,0.8885127510719929,0.9071808615521643,1.0,0.995260663507109,1.0,1.0,0.9249605055292258,0.9071808615521643,1.9461328655054726,1.7457554001808728,2.281240737100045,0.0
A2A,UETrack-B,video07,1611,1602,9,0.689198026276678,0.6963251924376641,0.8377028714107366,0.6398252184769039,0.8857677902621723,0.8926342072409488,0.7639225477956477,0.6963251924376641,12.954138194731787,1.7040895582566824,35.90706058088526,0.10736579275905118
A2A,UETrack-B,video08,2249,2144,105,0.8310678749111585,0.8477770706190751,0.9986007462686567,0.9486940298507462,0.9776119402985075,0.9995335820895522,0.917754975124378,0.8477770706190751,2.419549468909936,1.601504361364903,3.4324959231966967,0.0
A2A,UETrack-B,video09,1273,1273,0,0.8518310702128457,0.8696351135949598,0.9819324430479183,0.9151610369206599,0.9709347996857817,0.9890023566378633,0.9000970380296659,0.8696351135949598,2.4277480987562434,1.4635222449053062,4.250300140818182,0.0015710919088766694
A2A,UETrack-B,video10,1177,1177,0,0.8699680381923371,0.8886240956180433,1.0,0.9872557349192863,0.9847068819031436,1.0,0.9331634097989239,0.8886240956180433,2.0511974130924644,1.2967413777307073,3.0477920621839654,0.0
A2A,UETrack-B,video11,2687,2642,45,0.856764356007354,0.8740756945954619,0.9969719909159728,0.9428463285389856,0.9829674489023467,0.9988644965934897,0.9137685354232534,0.8740756945954619,2.3918382905567825,1.6479717002366931,3.4511440575132455,0.0
A2A,UETrack-B,video12,504,504,0,0.8138699924414212,0.8289155636003084,0.9801587301587301,0.8234126984126984,0.9821428571428571,0.998015873015873,0.8850762527233115,0.8289155636003084,3.054320472915064,2.4778728446696885,3.95158306504724,0.0
A2A,UETrack-B,video13,570,570,0,0.7893065998329156,0.8034557956503323,0.9894736842105263,0.7473684210526316,0.9964912280701754,1.0,0.8725490196078428,0.8034557956503323,1.8185338895028835,1.4164944620890605,2.2891436261642726,0.0
A2A,UETrack-B,video14,1383,1383,0,0.8391006438728781,0.8560552131239102,0.9956616052060737,0.8929862617498192,0.9718004338394793,1.0,0.8972537677399233,0.8560552131239102,2.8624883914398382,1.9271851427556954,3.9422826307154644,0.0
A2A,UETrack-B,video15,1559,1559,0,0.5930847002046489,0.5929079776537853,0.7620269403463759,0.4567030147530468,0.7883258499037845,0.7921744708146248,0.6956067866530831,0.5929079776537853,68.60672653723313,1.5781354575297137,187.59446351482407,0.20846696600384862
A2A,UETrack-B,video16,1158,1125,33,0.730962962962963,0.7394675334889093,0.8933333333333333,0.72,0.8871111111111111,0.896,0.797681917211329,0.7394675334889093,33.31535129558744,2.1422321717068895,104.04138188113592,0.10311111111111111
A2A,UETrack-B,video17,1819,1819,0,0.826173460038221,0.8426449293859959,0.9967014843320505,0.8768554150632215,0.9307311709730621,0.9906542056074766,0.906315687352456,0.8426449293859959,3.8245642964188353,2.5636612528081852,5.4736350911623886,0.0
A2A,UETrack-B,video18,1681,1681,0,0.8023852015523639,0.817460543798942,0.992266508030934,0.7977394408090422,0.9881023200475907,1.0,0.8831927774084054,0.817460543798942,2.607749235054535,2.028247225503827,3.3279299608193345,0.0
A2A,UETrack-B,video19,1623,1623,0,0.6086318692603351,0.6078405116058415,0.7412199630314233,0.5785582255083179,0.7252002464571781,0.7430683918669131,0.6498495886339748,0.6078405116058415,121.05857991034425,3.452610879428665,249.79885635991988,0.25508317929759705
A2A,UETrack-B,video20,4384,4384,0,0.4434849669794926,0.4284344399419958,0.4924726277372263,0.4329379562043796,0.47422445255474455,0.4968065693430657,0.44656147130384993,0.4284344399419958,251.38516033477967,24.217426840169956,375.47891013959656,0.4920164233576642
A2A,UETrack-B,video21,834,834,0,0.8961402306726048,0.9158416165321516,1.0,0.9976019184652278,0.9796163069544365,0.9988009592326139,0.9394601965486434,0.9158416165321516,2.739037157117949,2.0287917409509904,3.6820142176400568,0.0
A2A,UETrack-B,video22,1285,1215,70,0.44413090339016265,0.43121530429848015,0.5497942386831276,0.31275720164609055,0.5234567901234568,0.574485596707819,0.47236343096909544,0.43121530429848015,272.5632999094683,8.081556191157935,483.57066126795763,0.4139917695473251
A2A,UETrack-B,video23,1109,1109,0,0.7622482717162608,0.7749560945242263,0.9684400360685302,0.6582506762849414,0.9927862939585211,0.9954914337240758,0.8736010184055587,0.7749560945242263,2.0681760029733263,1.5369480374734066,3.2348354919030826,0.0009017132551848512
